,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
NBPF1,4.63904570663746e-17,0.453186628936246,0.594,0.284,9.09809643985738e-13,1,NBPF1
PLPP21,4.63938794733325e-17,0.339293246033289,0.99,0.777,9.09876764230998e-13,1,PLPP2
AMOT,4.74928106358537e-17,0.304988217610382,0.618,0.306,9.31429002190362e-13,1,AMOT
NRF1,4.76640373611547e-17,1.45997207144391,0.319,0.11,9.34787100726967e-13,1,NRF1
CEP89,4.94794320539708e-17,0.347830747654325,0.573,0.269,9.70390621442475e-13,1,CEP89
ATP11A,5.08368950755203e-17,0.705361827488646,0.597,0.272,9.97013186221104e-13,1,ATP11A
NR1D2,5.1950098561208e-17,0.396196366726989,0.41,0.163,1.01884533298241e-12,1,NR1D2
HMGXB4,5.35834138253691e-17,0.427010780853682,0.892,0.597,1.05087791194314e-12,1,HMGXB4
ANKLE2,5.53306445542614e-17,0.493562971299722,0.812,0.511,1.08514460099817e-12,1,ANKLE2
FAM174C1,6.0751140140559e-17,0.300189144242737,0.983,0.745,1.19145136043664e-12,1,FAM174C
POLR2D,6.36563496086141e-17,0.368504293460051,0.639,0.341,1.24842832852414e-12,1,POLR2D
ADGRG2,6.51890220952405e-17,1.02145757478045,0.406,0.163,1.27848710133186e-12,1,ADGRG2
CDC40,6.63338820480585e-17,0.470625218652406,0.889,0.596,1.30094009472652e-12,1,CDC40
AL161772.11,6.70876492528425e-17,0.685937735415019,0.549,0.254,1.31572297714675e-12,1,AL161772.1
BEND7,6.83491816343359e-17,0.398982554856272,0.878,0.563,1.3404641502126e-12,1,BEND7
MYH10,7.13980384623527e-17,0.305052958813991,0.653,0.355,1.40025833032366e-12,1,MYH10
PIK3R2,7.1960173019076e-17,0.476825231893268,0.712,0.373,1.41128291325012e-12,1,PIK3R2
CCNG2,7.31686751259194e-17,0.613291664862498,0.67,0.347,1.43498405656953e-12,1,CCNG2
KHDRBS3,7.81760204923576e-17,0.418686049405361,0.84,0.521,1.53318811389612e-12,1,KHDRBS3
RANBP3,7.86215482506008e-17,0.333449603820605,0.837,0.52,1.54192580429078e-12,1,RANBP3
CASP6,8.08340182170096e-17,0.4435265983564,0.833,0.515,1.58531676527199e-12,1,CASP6
SAYSD11,8.1969182135127e-17,0.403910139288745,0.833,0.51,1.60757960003411e-12,1,SAYSD1
AAAS1,8.36686804378608e-17,0.591597828053922,0.562,0.266,1.64091016074733e-12,1,AAAS
TMEM245,8.63428215526109e-17,0.79276431631331,0.559,0.253,1.6933554162898e-12,1,TMEM245
LARP4B,8.67856160336217e-17,0.391662020258788,0.837,0.492,1.70203950165139e-12,1,LARP4B
EXOC6,8.76247829131194e-17,0.430216228627123,0.462,0.194,1.7184972424921e-12,1,EXOC6
USP101,8.9054701817754e-17,0.397285537146506,0.951,0.652,1.74654081204979e-12,1,USP10
FMR1,9.05036089503975e-17,0.406598442473305,0.809,0.491,1.7749567787352e-12,1,FMR1
VKORC1L1,9.21177022733523e-17,0.268821710616915,0.924,0.672,1.80661237698498e-12,1,VKORC1L1
C6orf136,9.36185863008678e-17,0.358316475023916,0.552,0.259,1.83604771453262e-12,1,C6orf136
SLC39A3,9.49335828257296e-17,0.345607405162075,0.767,0.414,1.86183742637821e-12,1,SLC39A3
WDR90,9.8086478119927e-17,0.49264412109467,0.497,0.227,1.92367200888801e-12,1,WDR90
SQLE1,9.93709362849529e-17,0.290057907447344,0.969,0.742,1.9488628024205e-12,1,SQLE
CLSTN1,1.03052540939093e-16,0.39759660685468,0.795,0.46,2.02106643289749e-12,1,CLSTN1
ZFX,1.05337390606876e-16,0.40036189370311,0.889,0.566,2.06587690458206e-12,1,ZFX
CHAMP11,1.06354811023878e-16,0.392060619188861,0.712,0.377,2.0858305538003e-12,1,CHAMP1
PODXL2,1.11717811730258e-16,0.360116217355831,0.806,0.486,2.19100972365382e-12,1,PODXL2
ZNF611,1.13043241662167e-16,1.13211588950155,0.299,0.097,2.21700405547841e-12,1,ZNF611
FBXO34,1.13094607327631e-16,0.342311347838468,0.573,0.268,2.2180114389095e-12,1,FBXO34
CDC7,1.1491055902279e-16,0.26048777781558,0.281,0.087,2.25362588355495e-12,1,CDC7
MEX3A,1.20529685738253e-16,0.329987910360026,0.969,0.725,2.36382819669862e-12,1,MEX3A
NDUFB91,1.20633958857284e-16,0.258261804114501,1,0.793,2.36587320110905e-12,1,NDUFB9
NT5DC2,1.22426257856217e-16,0.261794605232688,0.965,0.75,2.40102376907613e-12,1,NT5DC2
MRPS231,1.24175978270715e-16,0.265139078919753,0.972,0.73,2.43533928584527e-12,1,MRPS23
FAM49B1,1.25948820613131e-16,0.428292834272486,0.899,0.603,2.47010826986473e-12,1,FAM49B
EEF1E11,1.3570948840131e-16,0.361195079658765,0.934,0.704,2.66153448652649e-12,1,EEF1E1
FUCA21,1.40565012935388e-16,0.450795917631227,0.826,0.5,2.75676103368882e-12,1,FUCA2
TMEM111,1.47763187018208e-16,0.372444851978434,0.865,0.545,2.8979316238011e-12,1,TMEM11
MANEA,1.54103474854619e-16,0.922000066195363,0.288,0.092,3.02227734884878e-12,1,MANEA
MT-CO21,1.57518287629656e-16,0.360427668753006,1,0.992,3.08924865699282e-12,1,MT-CO2
MICU1,1.59556730425867e-16,0.76288924068271,0.66,0.336,3.1292265971121e-12,1,MICU1
RNF144A,1.63474693411987e-16,0.921916631850919,0.323,0.109,3.2060656871959e-12,1,RNF144A
BLMH,1.69536363845496e-16,0.497790330988247,0.66,0.345,3.32494716773788e-12,1,BLMH
E2F4,1.79712214005577e-16,0.284436653438537,0.674,0.346,3.52451594107738e-12,1,E2F4
PATZ1,1.88154787783171e-16,0.269877462567554,0.458,0.195,3.69009169800355e-12,1,PATZ1
E2F11,1.90433984424851e-16,0.45907047448634,0.823,0.546,3.73479130254018e-12,1,E2F1
ST7,1.94507887846482e-16,0.941402130480669,0.372,0.137,3.8146886964452e-12,1,ST7
ZNF566,1.99197454999878e-16,0.866992643633598,0.323,0.111,3.9066604874576e-12,1,ZNF566
FOPNL,1.9950185667741e-16,0.339819397805228,0.83,0.509,3.91263041315737e-12,1,FOPNL
SDHB,2.06381517573425e-16,0.257269562094512,0.889,0.55,4.04755432265001e-12,1,SDHB
ZBTB8OS,2.07339665862079e-16,0.351478052773891,0.84,0.552,4.0663455268871e-12,1,ZBTB8OS
DCXR,2.08286991447288e-16,0.323334371357988,0.983,0.727,4.08492447626421e-12,1,DCXR
JAG21,2.08604210633519e-16,0.638441871743102,0.632,0.315,4.09114577894457e-12,1,JAG2
CPSF41,2.1341680467782e-16,0.380659029822517,0.642,0.334,4.18553037334142e-12,1,CPSF4
NCLN1,2.25067040194112e-16,0.46811774409269,0.639,0.322,4.41401479228691e-12,1,NCLN
CPT1A,2.26982696448704e-16,0.321907370941421,0.493,0.219,4.45158464275198e-12,1,CPT1A
NHLRC2,2.3916307395344e-16,1.05520619345924,0.444,0.189,4.69046620637487e-12,1,NHLRC2
ARMC6,2.43887478166464e-16,0.266687402944472,0.58,0.283,4.7831212218007e-12,1,ARMC6
CDKAL1,2.46207986476205e-16,0.667414726688276,0.5,0.216,4.82863103077133e-12,1,CDKAL1
ANKRD13B,2.52392692542305e-16,0.457444846146593,0.312,0.104,4.94992548613969e-12,1,ANKRD13B
ICMT,2.5759678519487e-16,0.577369389174487,0.608,0.32,5.05198815124179e-12,1,ICMT
PARP4,2.60152467319664e-16,0.49055670085183,0.472,0.204,5.10211018907325e-12,1,PARP4
MED7,2.69322108018142e-16,0.464394857972532,0.656,0.333,5.28194518245181e-12,1,MED7
CRLF1,2.69700390491434e-16,0.344878216720797,0.851,0.555,5.289364058318e-12,1,CRLF1
PRPSAP1,2.71994572724973e-16,0.258111921572691,0.899,0.612,5.33435756028216e-12,1,PRPSAP1
NOP581,2.79788002097878e-16,0.29230444223251,0.948,0.704,5.48720229714358e-12,1,NOP58
RPRD1B,2.85352761960223e-16,0.902180406181745,0.594,0.288,5.5963383675639e-12,1,RPRD1B
RNASEH2A,2.88955085653263e-16,1.35966023807021,0.274,0.085,5.6669871398318e-12,1,RNASEH2A
PRR14,2.96208510285128e-16,0.319018219377948,0.559,0.266,5.80924130371194e-12,1,PRR14
VPS36,3.00256225052119e-16,0.503526245180858,0.639,0.339,5.88862508572216e-12,1,VPS36
ASH1L,3.08732081406467e-16,0.255851988116037,0.969,0.742,6.05485358054363e-12,1,ASH1L
PAWR,3.21245753364438e-16,0.250599481333012,0.837,0.555,6.30027171498337e-12,1,PAWR
KPNA4,3.22507665254029e-16,0.359604318795681,0.903,0.56,6.32502033096201e-12,1,KPNA4
PGD,3.30632440801776e-16,0.26232310897167,0.983,0.752,6.48436342900443e-12,1,PGD
ERVK3-1,3.33629439393077e-16,0.306899899352985,0.774,0.443,6.54314056537703e-12,1,ERVK3-1
LIN54,3.34114766993614e-16,0.464842549648197,0.399,0.159,6.55265881027876e-12,1,LIN54
USP42,3.34729526356921e-16,0.430605442982688,0.785,0.458,6.56471547091193e-12,1,USP42
CD2AP,3.53340115462648e-16,0.383107462862939,0.878,0.56,6.92970634445345e-12,1,CD2AP
TCEAL3,3.57014881295626e-16,0.704999713129579,0.597,0.288,7.00177585196982e-12,1,TCEAL3
USP33,3.58502798871292e-16,0.253664977291713,0.806,0.469,7.03095689146378e-12,1,USP33
WDR181,3.65629284428181e-16,0.373143725190397,0.785,0.443,7.17072152620549e-12,1,WDR18
RPF21,3.65939326342522e-16,0.348354334035215,0.941,0.673,7.17680206822954e-12,1,RPF2
KIAA1958,3.71351012235494e-16,0.642238642884285,0.472,0.199,7.2829360519625e-12,1,KIAA1958
TRIM24,3.81476851550879e-16,0.282794442850152,0.826,0.528,7.48152401261583e-12,1,TRIM24
BBS7,3.86026120293617e-16,0.394746671664388,0.75,0.45,7.57074427119841e-12,1,BBS7
FRYL,3.91704291756033e-16,0.838624425684602,0.503,0.227,7.68210456991933e-12,1,FRYL
ZNF518A,4.137316869297e-16,0.288816081982265,0.663,0.353,8.11410584406527e-12,1,ZNF518A
NOTCH3,4.29928247895459e-16,0.471643871706736,0.451,0.19,8.43175279772575e-12,1,NOTCH3
NIP71,4.36750448565773e-16,0.379912772587677,0.882,0.582,8.56554979727195e-12,1,NIP7
GALNT61,4.43135485308261e-16,0.358358771016459,0.823,0.476,8.69077313786562e-12,1,GALNT6
CHORDC11,4.48168622145631e-16,0.359477417430533,0.878,0.594,8.78948301752011e-12,1,CHORDC1
AC016747.11,4.49201656944715e-16,0.433349145969708,0.736,0.382,8.80974289599976e-12,1,AC016747.1
KLHDC3,4.5243859550918e-16,0.402064152105337,0.826,0.491,8.87322573512604e-12,1,KLHDC3
E2F6,4.59384272865198e-16,0.444424569950504,0.656,0.34,9.00944435943227e-12,1,E2F6
KAT14,4.62181764469092e-16,0.396287547644329,0.524,0.236,9.06430876476783e-12,1,KAT14
EFHD1,4.74136974303005e-16,0.469990677973914,0.847,0.546,9.29877434003054e-12,1,EFHD1
TMEM243,4.79394760029671e-16,0.707887374014442,0.309,0.105,9.4018900337019e-12,1,TMEM243
FNIP2,4.92841621839008e-16,0.700384107903278,0.337,0.121,9.66560988750663e-12,1,FNIP2
OCIAD1,4.94022319748994e-16,0.258847519068277,0.951,0.679,9.68876573491727e-12,1,OCIAD1
PDE6D,5.02291997131137e-16,0.910145168617138,0.448,0.187,9.85095064773586e-12,1,PDE6D
CDC23,5.0973839174874e-16,0.677056240123437,0.576,0.277,9.99698933897628e-12,1,CDC23
TRIM44,5.12171820321645e-16,0.250185087389027,0.924,0.628,1.00447137401481e-11,1,TRIM44
GSK3A1,5.1953726706558e-16,0.543944465727544,0.757,0.421,1.01891648816901e-11,1,GSK3A
DNAJA4,5.21965883707174e-16,0.400845485202893,0.632,0.334,1.02367949112651e-11,1,DNAJA4
TTLL121,5.46683595457683e-16,0.428704496578351,0.587,0.286,1.07215586741161e-11,1,TTLL12
ZFP69B,5.54720678223667e-16,0.371138494578598,0.444,0.189,1.08791819413226e-11,1,ZFP69B
CABYR,5.551894989184e-16,1.06477050293969,0.288,0.093,1.08883764527877e-11,1,CABYR
CUL4A,5.64916571223498e-16,0.331465328707031,0.889,0.565,1.10791437948353e-11,1,CUL4A
STK11IP1,5.70001302478575e-16,0.389287225018228,0.715,0.396,1.11788655442098e-11,1,STK11IP
STRN,5.75168042021337e-16,0.480176394698144,0.854,0.522,1.12801956401225e-11,1,STRN
MITD1,5.94235065209264e-16,0.262300775933669,0.719,0.373,1.16541380988841e-11,1,MITD1
GINS41,6.19675711646863e-16,0.545079869339664,0.688,0.356,1.21530800568183e-11,1,GINS4
POM121C,6.33274400004255e-16,0.479453669520001,0.802,0.479,1.24197775328834e-11,1,POM121C
FBXO11,7.0336323986496e-16,0.287064067552042,0.826,0.503,1.37943598602316e-11,1,FBXO11
SH3PXD2A,7.11198798171839e-16,0.539996494052673,0.552,0.267,1.39480308297461e-11,1,SH3PXD2A
GRPEL2,7.25642931795073e-16,0.468089721089883,0.375,0.143,1.4231309178365e-11,1,GRPEL2
CEP164,7.59549274333077e-16,0.349566398070196,0.604,0.304,1.48962803682203e-11,1,CEP164
HSP90AA1,7.97487734061142e-16,0.272347954768914,1,0.972,1.56403294404071e-11,1,HSP90AA1
FAM81A1,8.20974193648731e-16,0.550447181257762,0.431,0.175,1.61009458858389e-11,1,FAM81A
CDCA71,8.52756612106399e-16,0.423922171129286,0.549,0.269,1.67242626766307e-11,1,CDCA7
ZFP821,8.58487302455947e-16,0.715859108061424,0.486,0.219,1.6836652975766e-11,1,ZFP82
EHMT1,8.84213953346467e-16,0.261104201187216,0.854,0.56,1.73412040530309e-11,1,EHMT1
EEF1AKMT11,8.87917635879676e-16,0.420092093694879,0.771,0.445,1.74138406748722e-11,1,EEF1AKMT1
TRAF21,8.90365963562285e-16,0.427276696157753,0.427,0.178,1.74618572773835e-11,1,TRAF2
ZC3H18,9.06374719710266e-16,0.361995790611038,0.854,0.543,1.77758210029577e-11,1,ZC3H18
CPNE2,9.10606337768382e-16,0.537767097196798,0.736,0.406,1.78588114963135e-11,1,CPNE2
NCL,1.00426938002509e-15,0.277704484873193,1,0.849,1.96957310810521e-11,1,NCL
RPUSD11,1.03372020554319e-15,0.437050655758839,0.826,0.512,2.02733206711131e-11,1,RPUSD1
CLCN5,1.03838585169942e-15,0.731996931945833,0.476,0.212,2.0364823323529e-11,1,CLCN5
SUGT1,1.04757457372832e-15,0.451229830104666,0.726,0.4,2.05450325399598e-11,1,SUGT1
CYB5R4,1.05081390753694e-15,0.671903448126277,0.472,0.214,2.06085623546145e-11,1,CYB5R4
BRMS1L,1.08172346697533e-15,0.315619624330096,0.347,0.126,2.12147606343201e-11,1,BRMS1L
BCL2L11,1.13839393058396e-15,0.602189634188239,0.545,0.26,2.23261817666127e-11,1,BCL2L11
NUP188,1.16785580668956e-15,0.268655731576008,0.538,0.247,2.29039880807957e-11,1,NUP188
RCC1L,1.17058848894525e-15,0.333864947212755,0.792,0.49,2.29575814451942e-11,1,RCC1L
NPW,1.20381702614327e-15,0.261128596821409,0.656,0.347,2.36092595167217e-11,1,NPW
HAUS3,1.27963010436869e-15,0.811861190506315,0.312,0.105,2.50961056068788e-11,1,HAUS3
TTC39C1,1.32724965985002e-15,0.374954367479152,0.708,0.377,2.60300203289786e-11,1,TTC39C
PPIL11,1.32953080160039e-15,0.565236436708484,0.726,0.404,2.60747580809868e-11,1,PPIL1
PKNOX1,1.3324603103807e-15,1.08527277946835,0.493,0.23,2.61322116071863e-11,1,PKNOX1
CCDC138,1.35208002865753e-15,0.334645380719533,0.611,0.311,2.65169935220316e-11,1,CCDC138
ABHD8,1.3627072612698e-15,0.683786244115773,0.399,0.164,2.67254148080232e-11,1,ABHD8
DCST1-AS1,1.37450969063248e-15,1.03829084028446,0.344,0.128,2.69568840526843e-11,1,DCST1-AS1
SRSF111,1.39000783988216e-15,0.266897862006668,0.983,0.757,2.72608337557689e-11,1,SRSF11
PDE10A,1.42732915065056e-15,1.23826774819768,0.274,0.09,2.79927793025588e-11,1,PDE10A
SLF2,1.44029233419121e-15,0.539912431734498,0.49,0.225,2.82470132581581e-11,1,SLF2
MDM2,1.51558652317571e-15,0.345909113896376,0.639,0.358,2.97236828925221e-11,1,MDM2
IGSF91,1.56144775099061e-15,0.262093302104557,0.833,0.513,3.06231132924279e-11,1,IGSF9
MYO19,1.56819440457381e-15,0.478209422900535,0.514,0.233,3.07554286625015e-11,1,MYO19
ESRRG1,1.60341687005489e-15,0.52046180911021,0.608,0.293,3.14462116555165e-11,1,ESRRG
CIC,1.60513780053167e-15,0.723288908588959,0.389,0.154,3.1479962544027e-11,1,CIC
PSMD10,1.63031695917251e-15,0.356951171142985,0.868,0.556,3.19737762032913e-11,1,PSMD10
ZNF713,1.68782695792394e-15,1.13003335605624,0.319,0.114,3.31016622988044e-11,1,ZNF713
MED22,1.6941825331481e-15,1.18433637693126,0.375,0.153,3.32263078401005e-11,1,MED22
ACVR2B,1.7735929412435e-15,1.12623737351266,0.347,0.132,3.47837047636676e-11,1,ACVR2B
PKN1,1.86551853309284e-15,0.264706793273687,0.688,0.371,3.65865494710168e-11,1,PKN1
SLC2A81,1.95170037859544e-15,0.447113751294486,0.538,0.25,3.82767478250137e-11,1,SLC2A8
SCML1,1.99491695013968e-15,0.520826307467895,0.399,0.158,3.91243112261393e-11,1,SCML1
PAIP1,2.02104425938395e-15,0.28125004824861,0.969,0.72,3.96367200150381e-11,1,PAIP1
SRBD1,2.02281608064527e-15,0.400955371127547,0.562,0.267,3.96714689736151e-11,1,SRBD1
ATG31,2.0965205414894e-15,0.363357007856468,0.844,0.562,4.11169608596901e-11,1,ATG3
MRPL43,2.10953082731517e-15,0.257567128606593,0.986,0.753,4.13721185853051e-11,1,MRPL43
ARHGAP22,2.16376654133756e-15,1.08501007285453,0.351,0.136,4.24357894087122e-11,1,ARHGAP22
SLC16A14,2.26416618927798e-15,1.28384534741609,0.257,0.078,4.44048273041197e-11,1,SLC16A14
ID3,2.33054698692868e-15,0.582568370557143,0.42,0.178,4.57066875076452e-11,1,ID3
ATF7IP,2.39913714576695e-15,0.377079528358537,0.708,0.414,4.70518777027814e-11,1,ATF7IP
SIMC1,2.45774175788407e-15,0.763924076899639,0.34,0.13,4.82012313556223e-11,1,SIMC1
UBE2G21,2.46781936993796e-15,0.48509497451095,0.951,0.659,4.83988734832233e-11,1,UBE2G2
UNKL1,2.53314693677059e-15,0.349569010817719,0.715,0.406,4.96800777239447e-11,1,UNKL
LZTS2,2.58323680667901e-15,0.502293712545933,0.667,0.361,5.06624402525888e-11,1,LZTS2
ERAL11,2.60287664821459e-15,0.538462640661757,0.667,0.371,5.10476168247846e-11,1,ERAL1
HELLPAR,2.63007525600548e-15,1.34855919607655,0.285,0.096,5.15810359207794e-11,1,HELLPAR
SGTA1,2.67822012797665e-15,0.433703441268315,0.691,0.389,5.2525253149878e-11,1,SGTA
PDE7A,2.6789669886832e-15,0.40756956530865,0.764,0.465,5.25399005820549e-11,1,PDE7A
CEP63,2.68980716370653e-15,0.347363538736516,0.705,0.373,5.27524980946125e-11,1,CEP63
ATP6V1E2,2.70180593562042e-15,0.334535108807092,0.635,0.346,5.29878180093876e-11,1,ATP6V1E2
RCN21,2.7731011231027e-15,0.283045244554757,0.934,0.683,5.43860592262902e-11,1,RCN2
TOR2A1,2.77739381747302e-15,0.43042574816487,0.559,0.262,5.44702475482808e-11,1,TOR2A
TPP2,2.81219453142552e-15,0.490704093754892,0.75,0.426,5.51527591503173e-11,1,TPP2
MEAK7,2.82358118736021e-15,0.353592017919637,0.802,0.502,5.53760742465085e-11,1,MEAK7
AL392172.11,2.89080881049325e-15,0.856350480293344,0.486,0.217,5.66945423913937e-11,1,AL392172.1
LEMD2,2.94078175680981e-15,0.567827713246225,0.531,0.248,5.7674611814554e-11,1,LEMD2
IRX5,2.94152066596341e-15,0.268462773596838,0.906,0.624,5.76891033008744e-11,1,IRX5
PSMC21,2.96918640035864e-15,0.255593638046408,0.958,0.679,5.82316836838337e-11,1,PSMC2
LARP1B,3.01750078332091e-15,0.258487408115007,0.851,0.553,5.91792253624896e-11,1,LARP1B
CAMKK2,3.05963873330831e-15,0.290574050246643,0.587,0.284,6.00056348376426e-11,1,CAMKK2
OSGEP1,3.18258053818659e-15,0.420283269410833,0.833,0.552,6.24167695149155e-11,1,OSGEP
MPV171,3.2245971833828e-15,0.433791998108552,0.892,0.601,6.32407999605035e-11,1,MPV17
AIFM2,3.39555374104649e-15,0.302791767922227,0.448,0.196,6.65935999694037e-11,1,AIFM2
DERA,3.41998555254125e-15,0.991477238527965,0.434,0.188,6.70727566564391e-11,1,DERA
DENND4B,3.43001605452656e-15,0.419180926016302,0.656,0.356,6.7269474861375e-11,1,DENND4B
IARS21,3.51064075295648e-15,0.34955903194631,0.958,0.705,6.88506864469825e-11,1,IARS2
SEC22C,3.66254429396088e-15,0.295769607731181,0.684,0.381,7.18298186931608e-11,1,SEC22C
CDK2AP11,3.67265291064949e-15,0.275629474927362,0.993,0.81,7.20280688836577e-11,1,CDK2AP1
AGO2,3.67757291048864e-15,0.338353011971957,0.74,0.448,7.21245599205033e-11,1,AGO2
HCFC11,3.74068212400552e-15,0.594565495697583,0.733,0.414,7.33622578159963e-11,1,HCFC1
MDK,3.82005991624363e-15,0.951249281281453,0.476,0.217,7.49190150773701e-11,1,MDK
DUS3L,3.87045508478076e-15,0.79649816859449,0.361,0.135,7.59073651227202e-11,1,DUS3L
ARG2,3.91305577655487e-15,0.31496530603493,0.778,0.481,7.67428498897941e-11,1,ARG2
BLOC1S6,3.95201191742095e-15,0.414814162155596,0.83,0.515,7.75068577244596e-11,1,BLOC1S6
PUSL11,3.97163995166168e-15,0.313913224063831,0.823,0.507,7.78918027319888e-11,1,PUSL1
HNRNPA1P481,3.99440394712433e-15,0.869459312152205,0.444,0.189,7.83382502110024e-11,1,HNRNPA1P48
SMARCC2,4.02249457087587e-15,0.269273167325051,0.84,0.499,7.88891635240175e-11,1,SMARCC2
PRPF8,4.06201579436459e-15,0.302403993862246,0.903,0.62,7.96642537590783e-11,1,PRPF8
NIN,4.09681953051351e-15,0.403281699635714,0.569,0.288,8.03468246324309e-11,1,NIN
PAK1,4.23657470403758e-15,0.345226216918629,0.476,0.21,8.3087703095585e-11,1,PAK1
GLDC1,4.37948027287874e-15,0.389162766615355,0.74,0.442,8.58903671116979e-11,1,GLDC
KCNK1,4.39344627821667e-15,0.30474422462079,0.51,0.244,8.61642684083854e-11,1,KCNK1
GTF2A1,4.40599464822015e-15,0.352461620539573,0.559,0.278,8.64103670408936e-11,1,GTF2A1
TSHZ1,4.45445185115769e-15,0.72960117035828,0.41,0.175,8.73607097049046e-11,1,TSHZ1
REV3L,4.52580406060681e-15,0.592624719537868,0.569,0.268,8.87600692366208e-11,1,REV3L
TMEM60,4.61643142128583e-15,0.383034324799452,0.823,0.501,9.05374530342577e-11,1,TMEM60
CHTOP,4.64614712180156e-15,0.281755832366415,0.972,0.711,9.11202373527722e-11,1,CHTOP
SCAP,4.74757207958745e-15,0.640247207243282,0.483,0.222,9.3109383624869e-11,1,SCAP
ATAD3A,4.75109836348308e-15,0.314317848923495,0.715,0.405,9.31785411046301e-11,1,ATAD3A
RBL2,4.79549384367813e-15,0.555864375494828,0.583,0.287,9.40492252622155e-11,1,RBL2
RGS19,5.03204265168962e-15,0.322760450164339,0.802,0.47,9.86884204849369e-11,1,RGS19
XPOT,5.0772589650321e-15,0.488482200140875,0.604,0.316,9.95752028222096e-11,1,XPOT
USP48,5.20207638857026e-15,0.289078594111591,0.833,0.528,1.0202312213264e-10,1,USP48
POM121,5.26012135260002e-15,0.383678735302797,0.844,0.544,1.03161499967192e-10,1,POM121
GNA11,5.3738010047254e-15,0.315814843476689,0.802,0.503,1.05390985304675e-10,1,GNA11
SLC25A131,5.42164392974148e-15,0.298098751034195,0.84,0.554,1.0632928075009e-10,1,SLC25A13
PTK7,5.55143512793559e-15,0.278539304524962,0.84,0.526,1.08874745729073e-10,1,PTK7
SMIM15,5.58185492907316e-15,0.303003678871817,0.806,0.514,1.09471338868983e-10,1,SMIM15
GTF3C4,5.7099267715831e-15,0.53233306621745,0.573,0.28,1.11983083844288e-10,1,GTF3C4
CCDC66,5.76869417138168e-15,0.28452894885251,0.757,0.437,1.13135630089138e-10,1,CCDC66
EIF4G1,5.78126243868014e-15,0.306954325595398,0.934,0.675,1.13382118947395e-10,1,EIF4G1
RHEX1,6.08961516324455e-15,0.431127081334899,0.733,0.411,1.19429532581552e-10,1,RHEX
GDE1,6.15384155456033e-15,0.258206490171423,0.889,0.616,1.20689140568037e-10,1,GDE1
SPA17,6.23917903109451e-15,0.404734671726834,0.417,0.171,1.22362779157826e-10,1,SPA17
SUCLG21,6.32386132417349e-15,0.500994210758075,0.722,0.398,1.2402356828969e-10,1,SUCLG2
EEF1AKMT2,6.33769643094144e-15,0.430923819889759,0.531,0.257,1.24294902403624e-10,1,EEF1AKMT2
SS18,6.6977025236569e-15,0.409692777794012,0.743,0.442,1.31355341893959e-10,1,SS18
PLCXD11,6.75249642641543e-15,0.886563638584161,0.392,0.158,1.32429959914859e-10,1,PLCXD1
ITPR3,6.89937956610925e-15,1.36466873471259,0.319,0.119,1.35310632050535e-10,1,ITPR3
CCPG11,6.91431303907471e-15,0.654151416377744,0.76,0.459,1.35603507322333e-10,1,CCPG1
ISYNA1,6.97430481725014e-15,0.419709608952989,0.507,0.242,1.3678006607591e-10,1,ISYNA1
BRPF3,7.01843008267597e-15,0.906299926120006,0.382,0.152,1.37645450781441e-10,1,BRPF3
CYTOR,7.06481181757464e-15,0.32257441247826,0.76,0.454,1.38555089366274e-10,1,CYTOR
DTNB1,7.5661655313297e-15,0.483783805457109,0.844,0.535,1.48387638400438e-10,1,DTNB
PKN2,7.88302770876029e-15,0.309297595895615,0.868,0.55,1.54601939424207e-10,1,PKN2
SIX2,7.93970269227651e-15,0.297702378401246,0.455,0.205,1.55713449200927e-10,1,SIX2
PRDM2,7.95520411254134e-15,0.287963771474735,0.743,0.42,1.56017463055161e-10,1,PRDM2
